,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag ???,Responding to,Upvotes,Downvotes
527,Townhall,Black Life-Long Democrat Reveals Why He Walked Away from Joe Biden,['2020/07/07'],269 comments,https://townhall.com/tipsheet/bethbaumann/2020/07/07/black-lifelong-democrat-reveals-why-he-walked-away-from-joe-biden-n2572065,NDPACKER,Thank God for Georgia State Rep. Vernon Jones.,,,norcalguy101,8,?
528,Townhall,NBC's Eye-Rolling News Room Shakeup,['2020/07/07'],749 comments,https://townhall.com/tipsheet/bethbaumann/2020/07/07/nbcs-eyerolling-news-room-shakeup-n2572070,NDPACKER,Who is this NBC of which you speak?,,,Lafayette Wonderer,3,?
529,Twitchy,"Rep. Ilhan Omar says we can’t stop with the criminal justice system, must disma…",['2020/07/07'],237 comments,https://twitchy.com/brettt-3136/2020/07/07/rep-ilhan-omar-says-we-cant-stop-with-the-criminal-justice-system-must-dismantle-entire-system-of-oppression/,NDPACKER,You can thank obama for that.,,,Pushbroom,6,?
530,Twitchy,"Rep. Ilhan Omar says we can’t stop with the criminal justice system, must disma…",['2020/07/07'],237 comments,https://twitchy.com/brettt-3136/2020/07/07/rep-ilhan-omar-says-we-cant-stop-with-the-criminal-justice-system-must-dismantle-entire-system-of-oppression/,NDPACKER,We should dismantle her brain with an AR.,,,,1,?
531,Townhall,Trump Administration Formally Withdraws From World Health Organization,['2020/07/07'],227 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/07/07/who-withdrawal-n2572044,NDPACKER,"""This won't protect American lives or interests""  How many American lives have you and the rest of the democrats taken, Bob?",,,,0,0
532,Twitchy,‘You can be more (or less) than your injury!’ Wounded Warrior Johnny ‘Joey’…,['2020/07/07'],169 comments,https://twitchy.com/samj-3930/2020/07/07/you-can-be-more-or-less-than-your-injury-wounded-warrior-johnny-joey-jones-graciously-but-totally-shuts-down-tammy-duckworth-playing-disability-card/,NDPACKER,Why do you think it is a rumor?,,,Talos4,1,?
533,Twitchy,NEW: The RNC will require daily COVID-19 tests at the convention in Jacksonville,['2020/07/07'],33 comments,https://twitchy.com/gregp-3534/2020/07/07/new-the-rnc-will-require-daily-covid-19-tests-at-the-convention-in-jacksonville/,NDPACKER,Maybe you are going to die. 😊,,,John in OK,0,0
534,Twitchy,Jemele Hill says people want ‘marshal law’ for areas where black children were…,['2020/07/07'],131 comments,https://twitchy.com/gregp-3534/2020/07/07/jemele-hill-says-people-want-marshal-law-for-areas-where-black-children-were-killed/,NDPACKER,"Jemele Hill is the dumbest, most racist monkey in america.",,,Scatbug,3,?
535,Twitchy,Reality checks INCOMING! CNN’s Brian Stelter whines about My Pillow ‘proppin…,['2020/07/06'],206 comments,https://twitchy.com/dougp-3137/2020/07/06/reality-checks-incoming-cnns-brian-stelter-whines-about-my-pillow-propping-up-tucker-carlson-trips-over-own-networks-ratings/,NDPACKER,Tater giving free publicity to My Pillow and Fox News.MAGA!,,,objectivefactsmatter,3,?
536,Twitchy,‘You can be more (or less) than your injury!’ Wounded Warrior Johnny ‘Joey’…,['2020/07/07'],169 comments,https://twitchy.com/samj-3930/2020/07/07/you-can-be-more-or-less-than-your-injury-wounded-warrior-johnny-joey-jones-graciously-but-totally-shuts-down-tammy-duckworth-playing-disability-card/,NDPACKER,"I'm guessing she was meeting with Taliban leaders and giving them our troop locations when she was ""wounded"".",,,,4,4
537,Twitchy,Mob returns to the home of the St. Louis couple who brandished firearms on their…,['2020/07/06'],105 comments,https://twitchy.com/brettt-3136/2020/07/06/mob-returns-to-the-home-of-the-st-louis-couple-who-brandished-firearms-on-their-private-property-to-intimidate-them-some-more/,NDPACKER,We are only going to end this when we kill  them  all.,,,jjcassidy,1,?
538,Twitchy,Disney strikes a brand new production deal for social activist content with Colin…,['2020/07/06'],220 comments,https://twitchy.com/brads-313037/2020/07/06/disney-strikes-a-brand-new-production-deal-for-social-activist-content-with-colin-kaepernick-and-it-gets-more-woke-from-there/,NDPACKER,Boycott anything on the left.,,,whatev...✓ yo'self.,4,?
539,Twitchy,Florida’s ‘Grim Reaper’ files suit against Gov. Ron DeSantis for reopening the bea…,['2020/07/06'],199 comments,https://twitchy.com/brettt-3136/2020/07/06/floridas-grim-reaper-files-suit-against-gov-ron-desantis-for-reopening-the-beaches-too-early/,NDPACKER,The grim reaper should find  Daniel Uhlfelder and chop his head off.,,,High School Drop Out,2,?
540,Townhall,Fox News' Tucker Carlson Hurls a Question That Democrats Could Never Answer Ho…,['2020/07/07'],1243 comments,https://townhall.com/tipsheet/mattvespa/2020/07/07/tucker-carlson-hurls-a-question-at-democrats-that-they-could-never-answer-honestly-n2571996,NDPACKER,democrats know nothing about leadership.,,,keithpridgeon,8,?
541,Twitchy,OMG-REEEE! Brian Stelter throws an absolute HISSY FIT at the Wall Street Jou…,['2020/07/06'],70 comments,https://twitchy.com/samj-3930/2020/07/06/omg-reeee-brian-stelter-throws-an-absolute-hissy-fit-at-the-wall-street-journal-for-praising-trumps-mt-rushmore-speech/,NDPACKER,"Thank you for spreading the good word of President Trump, tater.",,,Brown Bear Mike,0,0
542,Townhall,10 Children Killed This Month Already as Violent Crime Rates Skyrocket Across th…,['2020/07/06'],124 comments,https://townhall.com/tipsheet/elliebufkin/2020/07/06/10-children-slaughtered-in-july-as-violent-crime-rates-skyrocket-across-the-nation-n2571929,NDPACKER,"Black lives do not matter to black people.  They never have, and they never will.",,,Shawn Stephens,8,1
543,Townhall,McEnany Highlights What Headlines Are Missing About New Wuhan Coronavirus C…,['2020/07/06'],289 comments,https://townhall.com/tipsheet/katiepavlich/2020/07/06/mcenany-highlights-what-headlines-about-new-wuhan-coronavirus-cases-are-missing-n2571957,NDPACKER,Thank God for Kayleigh McEnany and President Trump!MAGA!,,,swan007,12,?
544,Townhall,McEnany Drops a Truth Bomb on the Media After They Failed to Ask These Questions,['2020/07/06'],756 comments,https://townhall.com/tipsheet/katiepavlich/2020/07/06/it-was-a-violent-weekend-the-white-house-press-corps-didnt-bother-asking-about-it-n2571958,NDPACKER,Thank God for Kayleigh McEnany!,,,deminn,35,?
545,Twitchy,‘You killed your OWN’: Father of 8-year-old girl killed by armed mob in Atlanta takes…,['2020/07/06'],152 comments,https://twitchy.com/samj-3930/2020/07/06/you-killed-your-own-father-of-8-year-old-girl-killed-by-armed-mob-in-atlanta-takes-blacklivesmatter-apart-watch/,NDPACKER,Or tearing down a statue.,,,Michael,0,0
546,Twitchy,‘You killed your OWN’: Father of 8-year-old girl killed by armed mob in Atlanta takes…,['2020/07/06'],152 comments,https://twitchy.com/samj-3930/2020/07/06/you-killed-your-own-father-of-8-year-old-girl-killed-by-armed-mob-in-atlanta-takes-blacklivesmatter-apart-watch/,NDPACKER,This will continue until all black lies matter and antifa members are killed.,,,Guest,1,?
547,Twitchy,"Who the Left REALLY is –> Entitled, privileged white woman shames black m…",['2020/07/06'],146 comments,https://twitchy.com/samj-3930/2020/07/06/who-the-left-really-is-entitled-privileged-white-woman-shames-black-man-in-song-for-running-for-office-watch/,NDPACKER,I wonder what label she records for?  None?,,,darwin,1,?
548,Townhall,Terry Crews Stood His Ground Again Over Fourth of July Weekend,['2020/07/06'],878 comments,https://townhall.com/tipsheet/cortneyobrien/2020/07/06/terry-crews-stood-his-ground-again-on-fourth-of-july-weekend-n2571903,NDPACKER,God bless Terry Crews!,,,Romperroom,20,?
549,Townhall,Sen. Tammy Duckworth: Trump Spent His Entire Mt. Rushmore Speech 'Talking Ab…,['2020/07/05'],683 comments,https://townhall.com/tipsheet/bethbaumann/2020/07/05/sen-tammy-duckworth-trump-spent-his-entire-mt-rushmore-speech-talking-about-d-n2571888,NDPACKER,Where in Iraq and when was it?,,,donS2,0,0
550,Townhall,Sen. Tammy Duckworth: Trump Spent His Entire Mt. Rushmore Speech 'Talking Ab…,['2020/07/05'],683 comments,https://townhall.com/tipsheet/bethbaumann/2020/07/05/sen-tammy-duckworth-trump-spent-his-entire-mt-rushmore-speech-talking-about-d-n2571888,NDPACKER,Where did she serve and where was she wounded?,,,PigressivesSuck,2,?
551,Townhall,Sen. Tammy Duckworth: Trump Spent His Entire Mt. Rushmore Speech 'Talking Ab…,['2020/07/05'],683 comments,https://townhall.com/tipsheet/bethbaumann/2020/07/05/sen-tammy-duckworth-trump-spent-his-entire-mt-rushmore-speech-talking-about-d-n2571888,NDPACKER,"Tammy Duckworth is a democrat, so that automatically makes her a liar to be ignored.",,,Charles Dog!,52,?
552,Twitchy,Old tweet from Tammy Duckworth shows what she used to think about Mount Rus…,['2020/07/05'],176 comments,https://twitchy.com/gregp-3534/2020/07/05/old-tweet-from-tammy-duckworth-shows-what-she-used-to-think-about-mount-rushmore/,NDPACKER,"Tammy Duckworth is a democrat, so that automatically makes her a liar.  Ignore her.",,,Guest,0,0
553,Twitchy,"Party at Diamond Lake, MI goes viral, people all of a sudden worried large out…",['2020/07/05'],169 comments,https://twitchy.com/gregp-3534/2020/07/05/party-at-diamond-lake-mi-goes-viral-people-all-of-a-sudden-worried-large-outdoor-gatherings-will-spread-covid-19-again/,NDPACKER,The words you are looking for is democrats lie all the time.,,,Enzo D Baker,0,0
554,Twitchy,"Party at Diamond Lake, MI goes viral, people all of a sudden worried large out…",['2020/07/05'],169 comments,https://twitchy.com/gregp-3534/2020/07/05/party-at-diamond-lake-mi-goes-viral-people-all-of-a-sudden-worried-large-outdoor-gatherings-will-spread-covid-19-again/,NDPACKER,democrats have been having you pay for everything your entire life.  Why do you think this will change now?,,,leia,9,?
555,Townhall,Baltimore Protestors Celebrate Independence Day By Tossing a Christop…,['2020/07/05'],622 comments,https://townhall.com/tipsheet/bethbaumann/2020/07/05/baltimore-protestors-celebrate-independence-day-by-tossing-a-christoper-columbus-n2571889,NDPACKER,Where are the mafia members when you need them.,,,Will L,15,?
556,Twitchy,Let freedom ring! Amazing timelapse video shows the scale of illegal fireworks fired…,['2020/07/05'],169 comments,https://twitchy.com/gregp-3534/2020/07/05/let-freedom-ring-amazing-timelapse-video-shows-the-scale-of-illegal-fireworks-fired-off-in-los-angeles/,NDPACKER,Too bad they are all democrats.,,,Daithi,4,?
557,Twitchy,‘We reject your celebration of white supremacy’: Colin Kaepernick’s not NEA…,['2020/07/04'],632 comments,https://twitchy.com/dougp-3137/2020/07/04/we-reject-your-celebration-of-white-supremacy-colin-kaepernicks-not-nearly-as-easy-going-about-the-4th-of-july-as-he-was-a-few-years-ago/,NDPACKER,Get used to it.  They will all ban all of us soon just like the Daily Wire is already doing.,,,Bubblesisaliberal,2,?
558,Twitchy,"Mollie Hemingway, Dana Loesch & others reality check NY Times WH reporter sayi…",['2020/07/04'],62 comments,https://twitchy.com/dougp-3137/2020/07/04/mollie-hemingway-dana-loesch-others-reality-check-ny-times-wh-reporter-saying-trumps-speech-didnt-seek-to-unite-a-divided-country/,NDPACKER,"The resistance = democrats, main stream media, communists, socialists.  In other words everyone that hates America.",,,Dan13,1,?
559,Twitchy,‘Nope’! Minnesota governor requests Trump approve federal funds to fix all th…,['2020/07/04'],299 comments,https://twitchy.com/dougp-3137/2020/07/04/nope-minnesota-governor-requests-trump-approve-federal-funds-to-fix-all-the-riot-damage-and-people-have-thoughts/,NDPACKER,F*ck Tim Waltz.  F*ck Minneapolis.  F*ck Minnesota.  If president Trump agrees with this demented request he loses my vote.,,,Dmitry Krotchlikmeoff,1,?
560,Twitchy,Trump campaign CALLS OUT CNN for referring to Mount Rushmore as a ‘monu…,['2020/07/03'],190 comments,https://twitchy.com/gregp-3534/2020/07/03/trump-campaign-calls-out-cnn-for-referring-to-mount-rushmore-as-a-monument-of-two-slave-owners/,NDPACKER,And they wonder why everyone in America thinks of them as enemies of America.,,,keyboard jockey,2,?
561,Townhall,Is The New York Times Serious With Their Tweet About President Trump's Mt. Rush…,['2020/07/04'],1139 comments,https://townhall.com/tipsheet/mattvespa/2020/07/04/is-the-new-york-times-serious-with-their-tweet-about-president-trumps-mt-rushmo-n2571865,NDPACKER,It is very simple.  They hate you and will kill you unless you kill them first.,,,yawbus,2,?
562,Twitchy,Father of 19-year-old killed in Seattle CHOP zone says ‘incredibly’ the mayor h…,['2020/07/03'],191 comments,https://twitchy.com/dougp-3137/2020/07/03/father-of-19-year-old-killed-in-seattle-chop-zone-says-incredibly-the-mayor-has-not-yet-called-him-but-trump-has/,NDPACKER,Thank God for President Trump!MAGA!,,,ASK26,3,?
563,Townhall,Calls Mount for Biden to Release Results of Cognitive Test,['2020/07/03'],346 comments,https://townhall.com/tipsheet/bronsonstocking/2020/07/03/calls-mount-for-biden-to-release-results-of-cognitive-test-n2571833,NDPACKER,Dementia Joe is in trouble once more.,,,,1,?
564,Twitchy,Chuck Schumer reminds everybody that US adding back almost 5 million jobs las…,['2020/07/02'],150 comments,https://twitchy.com/dougp-3137/2020/07/02/chuck-schumer-reminds-everybody-that-us-adding-back-almost-5-million-jobs-last-month-is-not-good-news-for-democrats-anyway/,NDPACKER,Chuck Schumer: Career liar.,,,Clutchdriven,0,0
565,Twitchy,‘All because they hate Trump?’ Richard Grenell has an assignment for ‘real journ…,['2020/07/03'],210 comments,https://twitchy.com/dougp-3137/2020/07/03/all-because-they-hate-trump-richard-grenell-has-an-assignment-for-real-journalists-after-study-about-how-hcq-helped-covid-19-patients/,NDPACKER,All democrats (yes this includes all employees of all of the main stream media) should die.,,,Kilroy,1,?
566,Twitchy,NFL to play the black national anthem before the (white?) national anthem bef…,['2020/07/02'],545 comments,https://twitchy.com/brettt-3136/2020/07/02/nfl-to-play-the-black-national-anthem-before-the-white-national-anthem-before-games-this-season/,NDPACKER,They should all go to Africa and sing it there.,,,ee1774,4,?
567,Townhall,Liberal Reporter Surveys Minneapolis Ruins: It Looks Like Bosnia,['2020/07/02'],714 comments,https://townhall.com/tipsheet/mattvespa/2020/07/02/liberal-reporter-on-minneapolis-ruins-it-looks-like-bosnia-n2571752,NDPACKER,She will be forever known for turning her new home town into a third world sh*thole.,,,RedMacaw,5,?
568,Townhall,The Antifa Member Who Organized the Mob Outside the White House Has Been Arres…,['2020/07/02'],665 comments,https://townhall.com/tipsheet/katiepavlich/2020/07/02/the-anarchist-who-organized-the-mob-outside-the-white-house-has-been-arrested-n2571771,NDPACKER,"Give Jason Charter the maximum sentence, $250,000 and 10 years in prison.",,,b wingate,1,?
569,Twitchy,Miami-Dade police officer relieved of duty after punching woman at Miami Internat…,['2020/07/02'],659 comments,https://twitchy.com/gregp-3534/2020/07/02/miami-dade-police-officer-relieved-of-duty-after-punching-woman-at-miami-international-airport/,NDPACKER,The officer should have been given a raise and a medal for punching that loud mouth monkey in the face.  Blacks are clueless how  rude they have become.,,,Chris Bolts Sr,0,0
570,Townhall,Mnuchin Tries to Calm WH Press Down About Dr. Fauci's Warnings,['2020/07/02'],829 comments,https://townhall.com/tipsheet/cortneyobrien/2020/07/02/mnuchin-tries-to-calm-wh-press-down-about-dr-faucis-warnings-n2571763,NDPACKER,Thank God for Steve Mnuchin!,,,Jim,1,?
571,Twitchy,"Los Angeles school board cuts $25 million in school police funding, orders officers…",['2020/07/01'],125 comments,https://twitchy.com/brettt-3136/2020/07/01/los-angeles-school-board-cuts-25-million-in-school-police-funding-orders-officers-off-campus-and-out-of-uniform/,NDPACKER,They must have figured out the whole school shooting thing.,,,Semper Fi1836,1,?
